sensor_id,start_time,end_time,start_day,start_hour,start_minute,end_day,end_hour,end_minute,start_minutes,end_minutes
S14,42000,42059,4,20,0,4,20,59,1200,1259
S23,42000,42059,4,20,0,4,20,59,1200,1259
S26,42000,42059,4,20,0,4,20,59,1200,1259
S28,42000,42059,4,20,0,4,20,59,1200,1259
S29,42000,42059,4,20,0,4,20,59,1200,1259
S30,42000,42059,4,20,0,4,20,59,1200,1259
S31,42000,42059,4,20,0,4,20,59,1200,1259
S32,42000,42059,4,20,0,4,20,59,1200,1259
S34,42000,42059,4,20,0,4,20,59,1200,1259
S36,42000,42059,4,20,0,4,20,59,1200,1259
S37,42000,42059,4,20,0,4,20,59,1200,1259
S39,42000,42059,4,20,0,4,20,59,1200,1259
S41,42000,42059,4,20,0,4,20,59,1200,1259
S45,42000,42059,4,20,0,4,20,59,1200,1259
S46,42000,42059,4,20,0,4,20,59,1200,1259
S48,42000,42059,4,20,0,4,20,59,1200,1259
S49,42000,42059,4,20,0,4,20,59,1200,1259
S55,42000,42059,4,20,0,4,20,59,1200,1259
S13,42100,42159,4,21,0,4,21,59,1260,1319
S14,42100,42159,4,21,0,4,21,59,1260,1319
S23,42100,42159,4,21,0,4,21,59,1260,1319
S26,42100,42159,4,21,0,4,21,59,1260,1319
S28,42100,42159,4,21,0,4,21,59,1260,1319
S29,42100,42159,4,21,0,4,21,59,1260,1319
S30,42100,42159,4,21,0,4,21,59,1260,1319
S31,42100,42159,4,21,0,4,21,59,1260,1319
S32,42100,42159,4,21,0,4,21,59,1260,1319
S34,42100,42159,4,21,0,4,21,59,1260,1319
S36,42100,42159,4,21,0,4,21,59,1260,1319
S37,42100,42159,4,21,0,4,21,59,1260,1319
S39,42100,42159,4,21,0,4,21,59,1260,1319
S41,42100,42159,4,21,0,4,21,59,1260,1319
S45,42100,42159,4,21,0,4,21,59,1260,1319
S46,42100,42159,4,21,0,4,21,59,1260,1319
S48,42100,42159,4,21,0,4,21,59,1260,1319
S49,42100,42159,4,21,0,4,21,59,1260,1319
S55,42100,42159,4,21,0,4,21,59,1260,1319
S17,51000,51059,5,10,0,5,10,59,600,659
S17,51100,51159,5,11,0,5,11,59,660,719
S29,51100,51159,5,11,0,5,11,59,660,719
S6,51200,51259,5,12,0,5,12,59,720,779
S17,51200,51259,5,12,0,5,12,59,720,779
S29,51200,51259,5,12,0,5,12,59,720,779
S32,51200,51259,5,12,0,5,12,59,720,779
S44,51200,51259,5,12,0,5,12,59,720,779
S6,51300,51359,5,13,0,5,13,59,780,839
S17,51300,51359,5,13,0,5,13,59,780,839
S28,51300,51359,5,13,0,5,13,59,780,839
S29,51300,51359,5,13,0,5,13,59,780,839
S30,51300,51359,5,13,0,5,13,59,780,839
S32,51300,51359,5,13,0,5,13,59,780,839
S37,51300,51359,5,13,0,5,13,59,780,839
S44,51300,51359,5,13,0,5,13,59,780,839
S49,51300,51359,5,13,0,5,13,59,780,839
S6,51400,51459,5,14,0,5,14,59,840,899
S17,51400,51459,5,14,0,5,14,59,840,899
S26,51400,51459,5,14,0,5,14,59,840,899
S28,51400,51459,5,14,0,5,14,59,840,899
S29,51400,51459,5,14,0,5,14,59,840,899
S30,51400,51459,5,14,0,5,14,59,840,899
S32,51400,51459,5,14,0,5,14,59,840,899
S34,51400,51459,5,14,0,5,14,59,840,899
S37,51400,51459,5,14,0,5,14,59,840,899
S44,51400,51459,5,14,0,5,14,59,840,899
S49,51400,51459,5,14,0,5,14,59,840,899
S6,51500,51559,5,15,0,5,15,59,900,959
S13,51500,51559,5,15,0,5,15,59,900,959
S17,51500,51559,5,15,0,5,15,59,900,959
S20,51500,51559,5,15,0,5,15,59,900,959
S26,51500,51559,5,15,0,5,15,59,900,959
S28,51500,51559,5,15,0,5,15,59,900,959
S29,51500,51559,5,15,0,5,15,59,900,959
S30,51500,51559,5,15,0,5,15,59,900,959
S32,51500,51559,5,15,0,5,15,59,900,959
S34,51500,51559,5,15,0,5,15,59,900,959
S37,51500,51559,5,15,0,5,15,59,900,959
S44,51500,51559,5,15,0,5,15,59,900,959
S49,51500,51559,5,15,0,5,15,59,900,959
S6,51600,51659,5,16,0,5,16,59,960,1019
S13,51600,51659,5,16,0,5,16,59,960,1019
S17,51600,51659,5,16,0,5,16,59,960,1019
S20,51600,51659,5,16,0,5,16,59,960,1019
S26,51600,51659,5,16,0,5,16,59,960,1019
S28,51600,51659,5,16,0,5,16,59,960,1019
S29,51600,51659,5,16,0,5,16,59,960,1019
S30,51600,51659,5,16,0,5,16,59,960,1019
S32,51600,51659,5,16,0,5,16,59,960,1019
S34,51600,51659,5,16,0,5,16,59,960,1019
S37,51600,51659,5,16,0,5,16,59,960,1019
S38,51600,51659,5,16,0,5,16,59,960,1019
S44,51600,51659,5,16,0,5,16,59,960,1019
S49,51600,51659,5,16,0,5,16,59,960,1019
S6,51700,51759,5,17,0,5,17,59,1020,1079
S13,51700,51759,5,17,0,5,17,59,1020,1079
S17,51700,51759,5,17,0,5,17,59,1020,1079
S20,51700,51759,5,17,0,5,17,59,1020,1079
S26,51700,51759,5,17,0,5,17,59,1020,1079
S28,51700,51759,5,17,0,5,17,59,1020,1079
S29,51700,51759,5,17,0,5,17,59,1020,1079
S30,51700,51759,5,17,0,5,17,59,1020,1079
S32,51700,51759,5,17,0,5,17,59,1020,1079
S34,51700,51759,5,17,0,5,17,59,1020,1079
S37,51700,51759,5,17,0,5,17,59,1020,1079
S38,51700,51759,5,17,0,5,17,59,1020,1079
S44,51700,51759,5,17,0,5,17,59,1020,1079
S49,51700,51759,5,17,0,5,17,59,1020,1079
S6,51800,51859,5,18,0,5,18,59,1080,1139
S13,51800,51859,5,18,0,5,18,59,1080,1139
S17,51800,51859,5,18,0,5,18,59,1080,1139
S20,51800,51859,5,18,0,5,18,59,1080,1139
S26,51800,51859,5,18,0,5,18,59,1080,1139
S28,51800,51859,5,18,0,5,18,59,1080,1139
S29,51800,51859,5,18,0,5,18,59,1080,1139
S30,51800,51859,5,18,0,5,18,59,1080,1139
S32,51800,51859,5,18,0,5,18,59,1080,1139
S34,51800,51859,5,18,0,5,18,59,1080,1139
S37,51800,51859,5,18,0,5,18,59,1080,1139
S38,51800,51859,5,18,0,5,18,59,1080,1139
S44,51800,51859,5,18,0,5,18,59,1080,1139
S49,51800,51859,5,18,0,5,18,59,1080,1139
S6,51900,51959,5,19,0,5,19,59,1140,1199
S13,51900,51959,5,19,0,5,19,59,1140,1199
S17,51900,51959,5,19,0,5,19,59,1140,1199
S20,51900,51959,5,19,0,5,19,59,1140,1199
S26,51900,51959,5,19,0,5,19,59,1140,1199
S28,51900,51959,5,19,0,5,19,59,1140,1199
S29,51900,51959,5,19,0,5,19,59,1140,1199
S30,51900,51959,5,19,0,5,19,59,1140,1199
S32,51900,51959,5,19,0,5,19,59,1140,1199
S34,51900,51959,5,19,0,5,19,59,1140,1199
S37,51900,51959,5,19,0,5,19,59,1140,1199
S38,51900,51959,5,19,0,5,19,59,1140,1199
S44,51900,51959,5,19,0,5,19,59,1140,1199
S49,51900,51959,5,19,0,5,19,59,1140,1199
S6,52000,52059,5,20,0,5,20,59,1200,1259
S13,52000,52059,5,20,0,5,20,59,1200,1259
S17,52000,52059,5,20,0,5,20,59,1200,1259
S20,52000,52059,5,20,0,5,20,59,1200,1259
S26,52000,52059,5,20,0,5,20,59,1200,1259
S28,52000,52059,5,20,0,5,20,59,1200,1259
S29,52000,52059,5,20,0,5,20,59,1200,1259
S30,52000,52059,5,20,0,5,20,59,1200,1259
S32,52000,52059,5,20,0,5,20,59,1200,1259
S34,52000,52059,5,20,0,5,20,59,1200,1259
S37,52000,52059,5,20,0,5,20,59,1200,1259
S38,52000,52059,5,20,0,5,20,59,1200,1259
S41,52000,52059,5,20,0,5,20,59,1200,1259
S44,52000,52059,5,20,0,5,20,59,1200,1259
S49,52000,52059,5,20,0,5,20,59,1200,1259
S6,52100,52159,5,21,0,5,21,59,1260,1319
S13,52100,52159,5,21,0,5,21,59,1260,1319
S17,52100,52159,5,21,0,5,21,59,1260,1319
S20,52100,52159,5,21,0,5,21,59,1260,1319
S26,52100,52159,5,21,0,5,21,59,1260,1319
S28,52100,52159,5,21,0,5,21,59,1260,1319
S29,52100,52159,5,21,0,5,21,59,1260,1319
S30,52100,52159,5,21,0,5,21,59,1260,1319
S32,52100,52159,5,21,0,5,21,59,1260,1319
S34,52100,52159,5,21,0,5,21,59,1260,1319
S37,52100,52159,5,21,0,5,21,59,1260,1319
S38,52100,52159,5,21,0,5,21,59,1260,1319
S41,52100,52159,5,21,0,5,21,59,1260,1319
S44,52100,52159,5,21,0,5,21,59,1260,1319
S49,52100,52159,5,21,0,5,21,59,1260,1319
S45,60900,60959,6,9,0,6,9,59,540,599
S45,61000,61059,6,10,0,6,10,59,600,659
S20,61100,61159,6,11,0,6,11,59,660,719
S23,61100,61159,6,11,0,6,11,59,660,719
S37,61100,61159,6,11,0,6,11,59,660,719
S45,61100,61159,6,11,0,6,11,59,660,719
S49,61100,61159,6,11,0,6,11,59,660,719
S20,61200,61259,6,12,0,6,12,59,720,779
S23,61200,61259,6,12,0,6,12,59,720,779
S37,61200,61259,6,12,0,6,12,59,720,779
S45,61200,61259,6,12,0,6,12,59,720,779
S49,61200,61259,6,12,0,6,12,59,720,779
S14,61300,61359,6,13,0,6,13,59,780,839
S20,61300,61359,6,13,0,6,13,59,780,839
S23,61300,61359,6,13,0,6,13,59,780,839
S37,61300,61359,6,13,0,6,13,59,780,839
S38,61300,61359,6,13,0,6,13,59,780,839
S45,61300,61359,6,13,0,6,13,59,780,839
S49,61300,61359,6,13,0,6,13,59,780,839
S14,61400,61459,6,14,0,6,14,59,840,899
S20,61400,61459,6,14,0,6,14,59,840,899
S23,61400,61459,6,14,0,6,14,59,840,899
S37,61400,61459,6,14,0,6,14,59,840,899
S38,61400,61459,6,14,0,6,14,59,840,899
S45,61400,61459,6,14,0,6,14,59,840,899
S49,61400,61459,6,14,0,6,14,59,840,899
S11,61500,61559,6,15,0,6,15,59,900,959
S13,61500,61559,6,15,0,6,15,59,900,959
S14,61500,61559,6,15,0,6,15,59,900,959
S20,61500,61559,6,15,0,6,15,59,900,959
S23,61500,61559,6,15,0,6,15,59,900,959
S37,61500,61559,6,15,0,6,15,59,900,959
S38,61500,61559,6,15,0,6,15,59,900,959
S45,61500,61559,6,15,0,6,15,59,900,959
S49,61500,61559,6,15,0,6,15,59,900,959
S6,61600,61659,6,16,0,6,16,59,960,1019
S11,61600,61659,6,16,0,6,16,59,960,1019
S13,61600,61659,6,16,0,6,16,59,960,1019
S14,61600,61659,6,16,0,6,16,59,960,1019
S20,61600,61659,6,16,0,6,16,59,960,1019
S23,61600,61659,6,16,0,6,16,59,960,1019
S31,61600,61659,6,16,0,6,16,59,960,1019
S34,61600,61659,6,16,0,6,16,59,960,1019
S37,61600,61659,6,16,0,6,16,59,960,1019
S38,61600,61659,6,16,0,6,16,59,960,1019
S45,61600,61659,6,16,0,6,16,59,960,1019
S49,61600,61659,6,16,0,6,16,59,960,1019
S6,61700,61759,6,17,0,6,17,59,1020,1079
S11,61700,61759,6,17,0,6,17,59,1020,1079
S13,61700,61759,6,17,0,6,17,59,1020,1079
S14,61700,61759,6,17,0,6,17,59,1020,1079
S20,61700,61759,6,17,0,6,17,59,1020,1079
S23,61700,61759,6,17,0,6,17,59,1020,1079
S31,61700,61759,6,17,0,6,17,59,1020,1079
S34,61700,61759,6,17,0,6,17,59,1020,1079
S37,61700,61759,6,17,0,6,17,59,1020,1079
S38,61700,61759,6,17,0,6,17,59,1020,1079
S44,61700,61759,6,17,0,6,17,59,1020,1079
S45,61700,61759,6,17,0,6,17,59,1020,1079
S49,61700,61759,6,17,0,6,17,59,1020,1079
S6,61800,61859,6,18,0,6,18,59,1080,1139
S11,61800,61859,6,18,0,6,18,59,1080,1139
S13,61800,61859,6,18,0,6,18,59,1080,1139
S14,61800,61859,6,18,0,6,18,59,1080,1139
S20,61800,61859,6,18,0,6,18,59,1080,1139
S21,61800,61859,6,18,0,6,18,59,1080,1139
S23,61800,61859,6,18,0,6,18,59,1080,1139
S31,61800,61859,6,18,0,6,18,59,1080,1139
S34,61800,61859,6,18,0,6,18,59,1080,1139
S37,61800,61859,6,18,0,6,18,59,1080,1139
S38,61800,61859,6,18,0,6,18,59,1080,1139
S44,61800,61859,6,18,0,6,18,59,1080,1139
S45,61800,61859,6,18,0,6,18,59,1080,1139
S49,61800,61859,6,18,0,6,18,59,1080,1139
S6,61900,61959,6,19,0,6,19,59,1140,1199
S11,61900,61959,6,19,0,6,19,59,1140,1199
S13,61900,61959,6,19,0,6,19,59,1140,1199
S14,61900,61959,6,19,0,6,19,59,1140,1199
S20,61900,61959,6,19,0,6,19,59,1140,1199
S21,61900,61959,6,19,0,6,19,59,1140,1199
S23,61900,61959,6,19,0,6,19,59,1140,1199
S24,61900,61959,6,19,0,6,19,59,1140,1199
S31,61900,61959,6,19,0,6,19,59,1140,1199
S34,61900,61959,6,19,0,6,19,59,1140,1199
S37,61900,61959,6,19,0,6,19,59,1140,1199
S38,61900,61959,6,19,0,6,19,59,1140,1199
S44,61900,61959,6,19,0,6,19,59,1140,1199
S45,61900,61959,6,19,0,6,19,59,1140,1199
S49,61900,61959,6,19,0,6,19,59,1140,1199
S6,62000,62059,6,20,0,6,20,59,1200,1259
S9,62000,62059,6,20,0,6,20,59,1200,1259
S11,62000,62059,6,20,0,6,20,59,1200,1259
S13,62000,62059,6,20,0,6,20,59,1200,1259
S14,62000,62059,6,20,0,6,20,59,1200,1259
S20,62000,62059,6,20,0,6,20,59,1200,1259
S21,62000,62059,6,20,0,6,20,59,1200,1259
S23,62000,62059,6,20,0,6,20,59,1200,1259
S24,62000,62059,6,20,0,6,20,59,1200,1259
S30,62000,62059,6,20,0,6,20,59,1200,1259
S31,62000,62059,6,20,0,6,20,59,1200,1259
S34,62000,62059,6,20,0,6,20,59,1200,1259
S37,62000,62059,6,20,0,6,20,59,1200,1259
S38,62000,62059,6,20,0,6,20,59,1200,1259
S44,62000,62059,6,20,0,6,20,59,1200,1259
S45,62000,62059,6,20,0,6,20,59,1200,1259
S49,62000,62059,6,20,0,6,20,59,1200,1259
S6,62100,62159,6,21,0,6,21,59,1260,1319
S9,62100,62159,6,21,0,6,21,59,1260,1319
S11,62100,62159,6,21,0,6,21,59,1260,1319
S13,62100,62159,6,21,0,6,21,59,1260,1319
S14,62100,62159,6,21,0,6,21,59,1260,1319
S20,62100,62159,6,21,0,6,21,59,1260,1319
S21,62100,62159,6,21,0,6,21,59,1260,1319
S23,62100,62159,6,21,0,6,21,59,1260,1319
S24,62100,62159,6,21,0,6,21,59,1260,1319
S30,62100,62159,6,21,0,6,21,59,1260,1319
S31,62100,62159,6,21,0,6,21,59,1260,1319
S34,62100,62159,6,21,0,6,21,59,1260,1319
S37,62100,62159,6,21,0,6,21,59,1260,1319
S38,62100,62159,6,21,0,6,21,59,1260,1319
S44,62100,62159,6,21,0,6,21,59,1260,1319
S45,62100,62159,6,21,0,6,21,59,1260,1319
S49,62100,62159,6,21,0,6,21,59,1260,1319
S8,71000,71059,7,10,0,7,10,59,600,659
S23,71000,71059,7,10,0,7,10,59,600,659
S32,71000,71059,7,10,0,7,10,59,600,659
S49,71000,71059,7,10,0,7,10,59,600,659
S8,71100,71159,7,11,0,7,11,59,660,719
S23,71100,71159,7,11,0,7,11,59,660,719
S29,71100,71159,7,11,0,7,11,59,660,719
S32,71100,71159,7,11,0,7,11,59,660,719
S49,71100,71159,7,11,0,7,11,59,660,719
S8,71200,71259,7,12,0,7,12,59,720,779
S23,71200,71259,7,12,0,7,12,59,720,779
S29,71200,71259,7,12,0,7,12,59,720,779
S32,71200,71259,7,12,0,7,12,59,720,779
S38,71200,71259,7,12,0,7,12,59,720,779
S41,71200,71259,7,12,0,7,12,59,720,779
S49,71200,71259,7,12,0,7,12,59,720,779
S8,71300,71359,7,13,0,7,13,59,780,839
S23,71300,71359,7,13,0,7,13,59,780,839
S26,71300,71359,7,13,0,7,13,59,780,839
S29,71300,71359,7,13,0,7,13,59,780,839
S32,71300,71359,7,13,0,7,13,59,780,839
S38,71300,71359,7,13,0,7,13,59,780,839
S41,71300,71359,7,13,0,7,13,59,780,839
S46,71300,71359,7,13,0,7,13,59,780,839
S49,71300,71359,7,13,0,7,13,59,780,839
S54,71300,71359,7,13,0,7,13,59,780,839
S8,71400,71459,7,14,0,7,14,59,840,899
S14,71400,71459,7,14,0,7,14,59,840,899
S23,71400,71459,7,14,0,7,14,59,840,899
S26,71400,71459,7,14,0,7,14,59,840,899
S29,71400,71459,7,14,0,7,14,59,840,899
S32,71400,71459,7,14,0,7,14,59,840,899
S37,71400,71459,7,14,0,7,14,59,840,899
S38,71400,71459,7,14,0,7,14,59,840,899
S41,71400,71459,7,14,0,7,14,59,840,899
S46,71400,71459,7,14,0,7,14,59,840,899
S48,71400,71459,7,14,0,7,14,59,840,899
S49,71400,71459,7,14,0,7,14,59,840,899
S54,71400,71459,7,14,0,7,14,59,840,899
S8,71500,71559,7,15,0,7,15,59,900,959
S14,71500,71559,7,15,0,7,15,59,900,959
S23,71500,71559,7,15,0,7,15,59,900,959
S26,71500,71559,7,15,0,7,15,59,900,959
S29,71500,71559,7,15,0,7,15,59,900,959
S30,71500,71559,7,15,0,7,15,59,900,959
S32,71500,71559,7,15,0,7,15,59,900,959
S37,71500,71559,7,15,0,7,15,59,900,959
S38,71500,71559,7,15,0,7,15,59,900,959
S41,71500,71559,7,15,0,7,15,59,900,959
S46,71500,71559,7,15,0,7,15,59,900,959
S48,71500,71559,7,15,0,7,15,59,900,959
S49,71500,71559,7,15,0,7,15,59,900,959
S54,71500,71559,7,15,0,7,15,59,900,959
S6,71600,71659,7,16,0,7,16,59,960,1019
S8,71600,71659,7,16,0,7,16,59,960,1019
S14,71600,71659,7,16,0,7,16,59,960,1019
S23,71600,71659,7,16,0,7,16,59,960,1019
S26,71600,71659,7,16,0,7,16,59,960,1019
S29,71600,71659,7,16,0,7,16,59,960,1019
S30,71600,71659,7,16,0,7,16,59,960,1019
S32,71600,71659,7,16,0,7,16,59,960,1019
S37,71600,71659,7,16,0,7,16,59,960,1019
S38,71600,71659,7,16,0,7,16,59,960,1019
S41,71600,71659,7,16,0,7,16,59,960,1019
S44,71600,71659,7,16,0,7,16,59,960,1019
S46,71600,71659,7,16,0,7,16,59,960,1019
S48,71600,71659,7,16,0,7,16,59,960,1019
S49,71600,71659,7,16,0,7,16,59,960,1019
S54,71600,71659,7,16,0,7,16,59,960,1019
S6,71700,71759,7,17,0,7,17,59,1020,1079
S8,71700,71759,7,17,0,7,17,59,1020,1079
S14,71700,71759,7,17,0,7,17,59,1020,1079
S23,71700,71759,7,17,0,7,17,59,1020,1079
S26,71700,71759,7,17,0,7,17,59,1020,1079
S28,71700,71759,7,17,0,7,17,59,1020,1079
S29,71700,71759,7,17,0,7,17,59,1020,1079
S30,71700,71759,7,17,0,7,17,59,1020,1079
S32,71700,71759,7,17,0,7,17,59,1020,1079
S36,71700,71759,7,17,0,7,17,59,1020,1079
S37,71700,71759,7,17,0,7,17,59,1020,1079
S38,71700,71759,7,17,0,7,17,59,1020,1079
S41,71700,71759,7,17,0,7,17,59,1020,1079
S44,71700,71759,7,17,0,7,17,59,1020,1079
S46,71700,71759,7,17,0,7,17,59,1020,1079
S48,71700,71759,7,17,0,7,17,59,1020,1079
S49,71700,71759,7,17,0,7,17,59,1020,1079
S54,71700,71759,7,17,0,7,17,59,1020,1079
S6,71800,71859,7,18,0,7,18,59,1080,1139
S8,71800,71859,7,18,0,7,18,59,1080,1139
S14,71800,71859,7,18,0,7,18,59,1080,1139
S23,71800,71859,7,18,0,7,18,59,1080,1139
S26,71800,71859,7,18,0,7,18,59,1080,1139
S28,71800,71859,7,18,0,7,18,59,1080,1139
S29,71800,71859,7,18,0,7,18,59,1080,1139
S30,71800,71859,7,18,0,7,18,59,1080,1139
S32,71800,71859,7,18,0,7,18,59,1080,1139
S36,71800,71859,7,18,0,7,18,59,1080,1139
S37,71800,71859,7,18,0,7,18,59,1080,1139
S38,71800,71859,7,18,0,7,18,59,1080,1139
S41,71800,71859,7,18,0,7,18,59,1080,1139
S44,71800,71859,7,18,0,7,18,59,1080,1139
S46,71800,71859,7,18,0,7,18,59,1080,1139
S48,71800,71859,7,18,0,7,18,59,1080,1139
S49,71800,71859,7,18,0,7,18,59,1080,1139
S54,71800,71859,7,18,0,7,18,59,1080,1139
S6,71900,71959,7,19,0,7,19,59,1140,1199
S8,71900,71959,7,19,0,7,19,59,1140,1199
S14,71900,71959,7,19,0,7,19,59,1140,1199
S23,71900,71959,7,19,0,7,19,59,1140,1199
S26,71900,71959,7,19,0,7,19,59,1140,1199
S28,71900,71959,7,19,0,7,19,59,1140,1199
S29,71900,71959,7,19,0,7,19,59,1140,1199
S30,71900,71959,7,19,0,7,19,59,1140,1199
S31,71900,71959,7,19,0,7,19,59,1140,1199
S32,71900,71959,7,19,0,7,19,59,1140,1199
S36,71900,71959,7,19,0,7,19,59,1140,1199
S37,71900,71959,7,19,0,7,19,59,1140,1199
S38,71900,71959,7,19,0,7,19,59,1140,1199
S41,71900,71959,7,19,0,7,19,59,1140,1199
S44,71900,71959,7,19,0,7,19,59,1140,1199
S46,71900,71959,7,19,0,7,19,59,1140,1199
S48,71900,71959,7,19,0,7,19,59,1140,1199
S49,71900,71959,7,19,0,7,19,59,1140,1199
S54,71900,71959,7,19,0,7,19,59,1140,1199
S6,72000,72059,7,20,0,7,20,59,1200,1259
S8,72000,72059,7,20,0,7,20,59,1200,1259
S14,72000,72059,7,20,0,7,20,59,1200,1259
S23,72000,72059,7,20,0,7,20,59,1200,1259
S26,72000,72059,7,20,0,7,20,59,1200,1259
S28,72000,72059,7,20,0,7,20,59,1200,1259
S29,72000,72059,7,20,0,7,20,59,1200,1259
S30,72000,72059,7,20,0,7,20,59,1200,1259
S31,72000,72059,7,20,0,7,20,59,1200,1259
S32,72000,72059,7,20,0,7,20,59,1200,1259
S36,72000,72059,7,20,0,7,20,59,1200,1259
S37,72000,72059,7,20,0,7,20,59,1200,1259
S38,72000,72059,7,20,0,7,20,59,1200,1259
S41,72000,72059,7,20,0,7,20,59,1200,1259
S44,72000,72059,7,20,0,7,20,59,1200,1259
S46,72000,72059,7,20,0,7,20,59,1200,1259
S48,72000,72059,7,20,0,7,20,59,1200,1259
S49,72000,72059,7,20,0,7,20,59,1200,1259
S54,72000,72059,7,20,0,7,20,59,1200,1259
S6,72100,72159,7,21,0,7,21,59,1260,1319
S8,72100,72159,7,21,0,7,21,59,1260,1319
S14,72100,72159,7,21,0,7,21,59,1260,1319
S23,72100,72159,7,21,0,7,21,59,1260,1319
S26,72100,72159,7,21,0,7,21,59,1260,1319
S28,72100,72159,7,21,0,7,21,59,1260,1319
S29,72100,72159,7,21,0,7,21,59,1260,1319
S30,72100,72159,7,21,0,7,21,59,1260,1319
S31,72100,72159,7,21,0,7,21,59,1260,1319
S32,72100,72159,7,21,0,7,21,59,1260,1319
S36,72100,72159,7,21,0,7,21,59,1260,1319
S37,72100,72159,7,21,0,7,21,59,1260,1319
S38,72100,72159,7,21,0,7,21,59,1260,1319
S41,72100,72159,7,21,0,7,21,59,1260,1319
S44,72100,72159,7,21,0,7,21,59,1260,1319
S46,72100,72159,7,21,0,7,21,59,1260,1319
S48,72100,72159,7,21,0,7,21,59,1260,1319
S49,72100,72159,7,21,0,7,21,59,1260,1319
S54,72100,72159,7,21,0,7,21,59,1260,1319
S13,81000,81059,8,10,0,8,10,59,600,659
S36,81000,81059,8,10,0,8,10,59,600,659
S13,81100,81159,8,11,0,8,11,59,660,719
S28,81100,81159,8,11,0,8,11,59,660,719
S36,81100,81159,8,11,0,8,11,59,660,719
S37,81100,81159,8,11,0,8,11,59,660,719
S13,81200,81259,8,12,0,8,12,59,720,779
S28,81200,81259,8,12,0,8,12,59,720,779
S36,81200,81259,8,12,0,8,12,59,720,779
S37,81200,81259,8,12,0,8,12,59,720,779
S38,81200,81259,8,12,0,8,12,59,720,779
S13,81300,81359,8,13,0,8,13,59,780,839
S28,81300,81359,8,13,0,8,13,59,780,839
S36,81300,81359,8,13,0,8,13,59,780,839
S37,81300,81359,8,13,0,8,13,59,780,839
S38,81300,81359,8,13,0,8,13,59,780,839
S13,81400,81459,8,14,0,8,14,59,840,899
S28,81400,81459,8,14,0,8,14,59,840,899
S34,81400,81459,8,14,0,8,14,59,840,899
S36,81400,81459,8,14,0,8,14,59,840,899
S37,81400,81459,8,14,0,8,14,59,840,899
S38,81400,81459,8,14,0,8,14,59,840,899
S48,81400,81459,8,14,0,8,14,59,840,899
S13,81500,81559,8,15,0,8,15,59,900,959
S28,81500,81559,8,15,0,8,15,59,900,959
S34,81500,81559,8,15,0,8,15,59,900,959
S36,81500,81559,8,15,0,8,15,59,900,959
S37,81500,81559,8,15,0,8,15,59,900,959
S38,81500,81559,8,15,0,8,15,59,900,959
S48,81500,81559,8,15,0,8,15,59,900,959
S13,81600,81659,8,16,0,8,16,59,960,1019
S28,81600,81659,8,16,0,8,16,59,960,1019
S34,81600,81659,8,16,0,8,16,59,960,1019
S36,81600,81659,8,16,0,8,16,59,960,1019
S37,81600,81659,8,16,0,8,16,59,960,1019
S38,81600,81659,8,16,0,8,16,59,960,1019
S41,81600,81659,8,16,0,8,16,59,960,1019
S48,81600,81659,8,16,0,8,16,59,960,1019
S13,81700,81759,8,17,0,8,17,59,1020,1079
S28,81700,81759,8,17,0,8,17,59,1020,1079
S34,81700,81759,8,17,0,8,17,59,1020,1079
S36,81700,81759,8,17,0,8,17,59,1020,1079
S37,81700,81759,8,17,0,8,17,59,1020,1079
S38,81700,81759,8,17,0,8,17,59,1020,1079
S41,81700,81759,8,17,0,8,17,59,1020,1079
S45,81700,81759,8,17,0,8,17,59,1020,1079
S48,81700,81759,8,17,0,8,17,59,1020,1079
S13,81800,81859,8,18,0,8,18,59,1080,1139
S28,81800,81859,8,18,0,8,18,59,1080,1139
S30,81800,81859,8,18,0,8,18,59,1080,1139
S32,81800,81859,8,18,0,8,18,59,1080,1139
S34,81800,81859,8,18,0,8,18,59,1080,1139
S36,81800,81859,8,18,0,8,18,59,1080,1139
S37,81800,81859,8,18,0,8,18,59,1080,1139
S38,81800,81859,8,18,0,8,18,59,1080,1139
S41,81800,81859,8,18,0,8,18,59,1080,1139
S45,81800,81859,8,18,0,8,18,59,1080,1139
S48,81800,81859,8,18,0,8,18,59,1080,1139
S49,81800,81859,8,18,0,8,18,59,1080,1139
S13,81900,81959,8,19,0,8,19,59,1140,1199
S28,81900,81959,8,19,0,8,19,59,1140,1199
S30,81900,81959,8,19,0,8,19,59,1140,1199
S32,81900,81959,8,19,0,8,19,59,1140,1199
S34,81900,81959,8,19,0,8,19,59,1140,1199
S36,81900,81959,8,19,0,8,19,59,1140,1199
S37,81900,81959,8,19,0,8,19,59,1140,1199
S38,81900,81959,8,19,0,8,19,59,1140,1199
S41,81900,81959,8,19,0,8,19,59,1140,1199
S45,81900,81959,8,19,0,8,19,59,1140,1199
S48,81900,81959,8,19,0,8,19,59,1140,1199
S49,81900,81959,8,19,0,8,19,59,1140,1199
S9,82000,82059,8,20,0,8,20,59,1200,1259
S13,82000,82059,8,20,0,8,20,59,1200,1259
S14,82000,82059,8,20,0,8,20,59,1200,1259
S28,82000,82059,8,20,0,8,20,59,1200,1259
S30,82000,82059,8,20,0,8,20,59,1200,1259
S32,82000,82059,8,20,0,8,20,59,1200,1259
S34,82000,82059,8,20,0,8,20,59,1200,1259
S36,82000,82059,8,20,0,8,20,59,1200,1259
S37,82000,82059,8,20,0,8,20,59,1200,1259
S38,82000,82059,8,20,0,8,20,59,1200,1259
